50.592,1692.274,192.754,69.303,380.992
50.592,1692.274,192.754,69.303,380.992
50.592,1692.274,192.754,69.303,380.992
50.348,1700.99,194.063,69.788,380.992
50.119,1696.692,189.875,69.381,380.992
50.119,1697.02,189.716,68.685,380.992
50.005,1684.278,190.818,69.257,380.992
49.539,1695.62,190.69,69.646,380.992
49.539,1695.62,190.69,69.646,380.992
49.425,1699.322,193.345,69.482,380.992
49.654,1704.337,193.984,69.692,380.992
49.791,1681.449,193.713,69.733,380.992
49.913,1695.047,190.306,69.683,380.992
50.02,1706.477,189.43,70.237,380.992
50.02,1706.477,189.43,70.237,380.992
49.608,1675.008,190.534,69.724,380.992
49.371,1695.184,191.459,69.889,380.992
49.348,1685.018,194.256,70.04,380.992
49.516,1693.142,194.562,69.335,380.992
49.799,1680.488,191.595,70.136,380.992
49.799,1680.488,191.595,70.136,380.992
50.012,1688.889,188.599,69.724,380.992
49.989,1674.596,191.3,69.454,380.992
49.501,1662.957,193.196,68.85,380.992
49.76,1687.783,190.856,69.358,380.992
49.905,1685.385,190.001,69.001,380.992
49.905,1685.385,190.001,69.001,380.992
49.623,1678.389,191.205,69.317,380.992
49.158,1690.306,192.293,68.383,380.992
49.127,1681.462,194.501,68.974,380.992
49.394,1699.239,193.713,68.676,380.992
49.509,1693.337,191.63,68.502,380.992
49.509,1693.337,191.63,68.502,380.992
49.394,1693.054,190.283,70.191,380.992
49.394,1693.738,189.677,69.179,380.992
49.394,1705.004,189.549,68.699,380.992
49.394,1698.598,189.154,68.694,380.992
49.394,1706.385,190.451,69.706,380.992
49.394,1706.385,190.451,69.706,380.992
49.257,1703.061,190.522,69.839,380.992
49.402,1688.305,189.542,68.864,380.992
49.402,1700.361,188.282,69.921,380.992
49.295,1706.953,189.803,68.74,380.992
49.295,1706.668,188.684,69.949,380.992
49.295,1706.668,188.684,69.949,380.992
49.44,1718.099,188.903,69.422,380.992
49.57,1721.122,188.155,69.44,380.992
49.944,1726.299,186.973,69.367,381.575
49.806,1742.013,187.692,69.134,381.575
49.806,1728.769,188.283,70.127,381.575
49.806,1728.769,188.283,70.127,381.575
50.089,1722.895,189.272,69.01,381.575
50.233,1715.169,188.852,67.934,381.575
50.348,1686.58,188.852,67.133,381.575
50.737,1682.945,188.897,67.088,381.575
50.867,1705.416,188.852,67.458,381.575
50.867,1705.416,188.852,67.458,381.575
50.623,1683.396,188.852,66.634,381.575
50.363,1679.678,188.852,67.156,381.575
50.363,1693.024,188.852,67.376,381.575
50.363,1698.515,188.852,66.341,381.575
50.653,1696.268,188.852,66.561,381.575
50.653,1696.268,188.852,66.561,381.575
50.424,1696.763,188.852,66.987,381.575
50.302,1712.85,188.897,67.124,381.575
50.195,1696.648,188.897,66.685,381.575
50.294,1708.897,188.897,66.447,381.575
50.539,1702.495,188.897,66.456,381.575
50.539,1702.495,188.897,66.456,381.575
50.684,1705.406,188.897,65.801,381.575
50.829,1716.605,188.897,66.941,381.575
50.691,1699.912,188.852,67.518,381.575
50.821,1739.075,188.852,68.172,381.575
50.951,1711.434,188.852,66.927,381.575
50.951,1711.434,188.852,66.927,381.575
50.699,1710.969,188.897,67.344,381.575
50.554,1721.45,188.897,68.461,381.575
50.554,1702.068,188.852,67.348,381.575
50.531,1733.268,188.852,66.364,381.575
50.638,1712.606,188.852,65.769,381.575
50.638,1712.606,188.852,65.769,381.575
51.149,1720.692,188.852,66.433,381.575
51.263,1721.839,188.852,66.676,381.575
51.561,1731.889,188.852,65.975,381.575
51.691,1696.426,188.852,66.497,382.157
51.859,1715.086,188.852,66.323,382.157
51.859,1715.086,188.852,66.323,382.157
51.752,1722.877,192.071,66.529,382.157
51.622,1717.871,192.108,67.564,382.157
51.744,1718.165,192.032,65.943,382.157
51.859,1724.393,192.036,66.639,382.157
51.859,1708.725,192.233,66.621,382.157
51.859,1708.725,192.233,66.621,382.157
51.859,1710.33,193.179,67.069,382.157
52.11,1722.423,193.557,66.817,382.157
52.217,1724.502,192.496,66.648,382.157
52.217,1732.929,191.978,66.996,382.157
51.988,1730.417,194.968,67.037,382.157
51.988,1730.417,194.968,67.037,382.157
51.988,1731.459,196.153,67.39,382.157
52.217,1723.718,195.593,67.747,382.157
52.476,1720.715,195.149,67.49,382.157
52.339,1715.921,196.323,67.316,382.157
52.476,1740.359,196.727,66.708,382.157
52.476,1740.359,196.727,66.708,382.157
52.736,1729.441,196.608,68.145,382.157
52.957,1745.489,195.438,66.625,382.157
53.224,1719.966,194.144,66.035,382.157
53.331,1734.603,195.037,66.465,382.157
53.3,1733.532,196.556,65.691,382.157
53.3,1733.532,196.556,65.691,382.157
53.468,1732.713,198.128,65.765,382.157
53.773,1738.739,199.92,66.561,382.157
53.987,1730.277,201.192,66.52,382.157
54.117,1701.167,198.322,65.504,382.157
54.414,1710.536,197.207,65.087,382.157
54.414,1710.536,197.207,65.087,382.157
54.3,1700.04,195.742,66.277,382.157
54.002,1675.729,196.378,66.676,382.157
53.789,1682.793,196.627,66.808,382.157
53.773,1685.309,195.728,66.231,382.157
53.247,1647.169,196.209,66.094,382.157
53.247,1647.169,196.209,66.094,382.157
52.637,1631.642,195.87,66.021,382.157
52.385,1621.396,196.439,67.252,382.157
52.133,1621.508,197.424,66.213,382.157
51.698,1644.511,198.423,66.03,381.575
51.347,1646.25,196.586,65.362,381.575
51.347,1646.25,196.586,65.362,381.575
51.08,1637.862,196.244,65.444,381.575
50.294,1654.627,194.158,67.014,381.016
49.638,1661.677,193.197,66.753,381.016
48.868,1665.118,196.336,66.053,381.016
48.273,1647.042,199.095,65.943,380.434
48.273,1647.042,199.095,65.943,380.434
48.166,1641.332,199.871,66.053,380.434
48.524,1635.375,199.82,65.801,380.434
48.639,1627.664,199.864,67.632,380.434
48.746,1641.294,198.208,66.465,379.852
48.746,1659.302,197.131,67.303,379.852
48.746,1659.302,197.131,67.303,379.852
48.502,1653.716,195.954,67.472,379.852
48.38,1697.189,196.646,66.474,379.852
48.166,1682.282,194.313,66.84,379.852
48.044,1692.328,193.929,66.872,379.852
47.937,1706.181,192.318,66.79,379.852
47.937,1706.181,192.318,66.79,379.852
47.38,1684.537,192.258,66.552,379.269
47.365,1679.085,193.646,67.083,379.269
47.632,1696.327,194.713,66.593,379.269
48.288,1667.849,194.89,66.813,379.269
48.83,1670.64,191.274,66.52,379.269
48.83,1670.64,191.274,66.52,379.269
49.127,1666.483,188.653,65.806,379.269
49.364,1688.526,187.76,65.678,379.269
49.257,1651.927,189.262,66.405,379.269
48.738,1675.394,190.777,65.929,379.269
48.723,1669.398,192.067,65.879,379.269
48.723,1669.398,192.067,65.879,379.269
48.616,1666.3,195.941,65.829,379.269
48.616,1668.472,198.461,65.76,379.269
48.799,1640.092,198.12,66.167,379.269
48.906,1661.342,200.506,66.318,379.269
49.013,1668.94,202.816,66.053,379.269
49.013,1668.94,202.816,66.053,379.269
48.662,1654.38,204.861,65.581,379.269
49.104,1675.585,206.718,66.968,378.541
49.692,1672.078,206.71,66.218,378.541
49.936,1670.98,205.745,66.914,378.541
49.806,1702.358,203.086,66.863,378.541
49.806,1702.358,203.086,66.863,378.541
49.806,1691.927,200.402,65.211,378.541
49.57,1688.822,198.563,66.598,378.541
49.104,1692.293,197.936,66.749,378.541
48.738,1701.591,198.271,67.22,378.541
48.631,1723.094,199.136,66.273,378.541
48.631,1723.094,199.136,66.273,378.541
48.631,1708.34,199.465,65.655,378.541
48.891,1719.699,199.28,65.893,378.541
49.005,1728.153,197.11,66.534,378.541
49.265,1719.408,195.934,67.051,378.541
49.394,1729.358,196.259,65.449,378.541
49.394,1729.358,196.259,65.449,378.541
49.394,1727.756,198.141,66.772,378.541
49.524,1709.392,199.393,66.318,378.541
50.005,1710.299,200.514,67.243,378.541
50.302,1744.888,201.266,65.11,378.541
50.699,1744.879,200.135,65.211,378.541
50.699,1744.879,200.135,65.211,378.541
51.08,1731.284,198.052,66.634,379.1
51.08,1748.227,195.994,66.831,379.1
50.958,1722.688,195.517,65.22,379.1
51.065,1728.431,194.265,65.559,379.1
51.294,1739.209,194.103,65.581,379.1
51.294,1739.209,194.103,65.581,379.1
51.447,1748.767,196.307,66.676,379.682
51.447,1713.659,196.254,66.886,379.682
51.584,1741.997,196.634,66.625,379.682
51.706,1723.754,195.999,66.561,379.682
51.965,1720.525,196.753,66.556,379.682
51.965,1720.525,196.753,66.556,379.682
51.965,1722.579,197.439,68.667,379.682
51.859,1732.834,197.18,69.179,379.682
51.988,1710.899,197.658,69.147,379.682
51.973,1713.931,198.118,69.491,379.682
52.293,1715.838,199.227,68.346,379.682
52.293,1715.838,199.227,68.346,379.682
52.431,1719.575,200.237,68.47,379.682
52.568,1713.347,200.576,69.326,379.682
52.805,1716.331,198.458,69.99,379.682
52.293,1726.91,198.018,69.179,379.682
51.614,1713.718,195.97,69.376,379.682
51.614,1713.718,195.97,69.376,379.682
51.492,1722.142,192.768,69.614,379.682
51.103,1720.01,192.127,68.539,379.682
50.5,1715.195,192.366,70.081,379.682
50.241,1721.016,191.826,69.294,379.682
50.348,1719.295,193.61,69.628,379.682
50.348,1719.295,193.61,69.628,379.682
50.096,1712.101,194.78,69.733,379.682
50.218,1715.852,196.205,70.969,379.682
50.5,1727.869,196.806,70.191,379.682
50.63,1739.668,196.971,69.509,379.682
50.768,1716.548,197.099,68.735,379.682
50.768,1716.548,197.099,68.735,379.682
50.699,1706.115,196.208,69.143,379.682
50.447,1738.141,195.87,68.571,379.682
50.104,1710.508,197.29,68.296,379.682
49.997,1720.466,199.091,69.001,379.682
50.119,1716.917,200.483,68.749,379.682
50.119,1716.917,200.483,68.749,379.682
50.462,1710.446,199.053,69.44,379.682
50.615,1717.579,195.621,69.523,379.682
50.447,1712.282,193.966,70.246,379.682
50.02,1718.419,193.855,69.006,379.682
49.776,1709.903,194.348,68.937,379.682
49.776,1709.903,194.348,68.937,379.682
49.768,1706.751,195.743,69.743,379.682
49.783,1712.569,195.755,70.191,379.682
49.913,1715.871,195.751,68.433,379.682
49.768,1723.173,195.195,69.198,379.682
49.646,1729.723,193.319,69.038,379.682
49.646,1729.723,193.319,69.038,379.682
49.493,1723.972,193.476,70.109,379.682
49.341,1724.008,194.249,69.239,379.682
49.486,1703.58,193.953,68.346,379.682
49.844,1713.706,194.527,69.189,379.682
49.844,1701.752,193.946,69.239,379.682
49.844,1701.752,193.946,69.239,379.682
